id,src,dst,bw,srlg,distance
1,8,7,409600,1,11
2,8,12,409600,2,17
3,8,9,409600,3,16
4,8,4,409600,4,18
5,8,10,409600,5,11
6,7,13,409600,6,19
7,7,19,409600,7,4
8,7,32,409600,8,4
9,7,39,409600,9,4
10,10,2,409600,10,16
11,2,16,409600,11,22
12,2,19,409600,12,4
13,2,41,409600,13,4
14,2,32,409600,14,4
15,13,16,409600,15,11
16,13,1,409600,16,8
17,13,19,409600,17,4
18,13,32,409600,18,4
19,13,39,409600,19,4
20,16,1,409600,20,8
21,16,5,409600,21,14
22,1,5,409600,22,11
23,1,19,409600,23,4
24,1,32,409600,24,4
25,1,39,409600,25,4
26,12,3,409600,26,7
27,12,19,409600,27,4
28,12,41,409600,28,4
29,12,32,409600,29,4
30,3,11,409600,30,5
31,3,9,409600,31,22
32,11,14,409600,32,7
33,11,6,409600,33,19
34,4,6,409600,34,10
35,4,15,409600,35,26
36,14,15,409600,36,19
37,14,19,409600,37,4
38,14,41,409600,38,4
39,14,32,409600,39,4
40,6,19,409600,40,4
41,6,41,409600,41,4
42,6,32,409600,42,4
43,5,19,409600,43,4
44,5,32,409600,44,4
45,5,39,409600,45,4
46,26,42,409600,46,7
47,26,52,409600,47,9
48,26,19,409600,48,9
49,26,31,409600,49,11
50,26,50,409600,50,11
51,26,18,409600,51,14
52,26,22,409600,52,18
53,26,32,409600,53,21
54,26,40,409600,54,24
55,26,46,409600,55,15
56,26,47,409600,56,19
57,26,49,409600,57,22
58,26,36,409600,58,17
59,42,52,409600,59,11
60,42,19,409600,60,14
61,42,31,409600,61,16
62,42,50,409600,62,17
63,42,18,409600,63,7
64,42,36,409600,64,14
65,42,27,409600,65,12
66,42,32,409600,66,19
67,42,33,409600,67,15
68,42,23,409600,68,23
69,42,22,409600,69,12
70,42,46,409600,70,16
71,42,20,409600,71,17
72,52,19,409600,72,6
73,52,31,409600,73,6
74,52,18,409600,74,16
75,52,36,409600,75,12
76,52,22,409600,76,18
77,52,47,409600,77,19
78,52,44,409600,78,22
79,52,50,409600,79,16
80,19,31,409600,80,3
81,19,50,409600,81,12
82,19,47,409600,82,15
83,19,23,409600,83,18
84,19,36,409600,84,18
85,19,87,409600,85,8
86,19,123,409600,86,9
87,19,84,409600,87,9
88,31,50,409600,88,15
89,31,18,409600,89,19
90,31,36,409600,90,17
91,31,46,409600,91,21
92,31,53,409600,92,21
93,31,47,409600,93,15
94,31,44,409600,94,19
95,31,28,409600,95,22
96,50,20,409600,96,28
97,50,53,409600,97,11
98,50,23,409600,98,12
99,50,38,409600,99,18
100,50,46,409600,100,14
101,50,47,409600,101,17
102,18,36,409600,102,13
103,18,22,409600,103,7
104,18,27,409600,104,6
105,18,20,409600,105,12
106,18,33,409600,106,13
107,18,51,409600,107,15
108,18,35,409600,108,30
109,18,32,409600,109,13
110,18,40,409600,110,16
111,36,22,409600,111,11
112,36,27,409600,112,19
113,36,33,409600,113,21
114,36,39,409600,114,15
115,36,34,409600,115,23
116,36,23,409600,116,29
117,36,20,409600,117,12
118,36,32,409600,118,15
119,22,27,409600,119,9
120,22,20,409600,120,6
121,22,32,409600,121,7
122,22,40,409600,122,11
123,22,51,409600,123,17
124,22,21,409600,124,18
125,22,35,409600,125,28
126,22,39,409600,126,15
127,22,33,409600,127,18
128,27,20,409600,128,13
129,27,33,409600,129,9
130,27,51,409600,130,9
131,27,46,409600,131,19
132,27,32,409600,132,13
133,27,40,409600,133,16
134,20,32,409600,134,4
135,20,40,409600,135,6
136,20,39,409600,136,10
137,20,21,409600,137,13
138,20,29,409600,138,17
139,20,34,409600,139,17
140,32,40,409600,140,4
141,32,39,409600,141,11
142,32,21,409600,142,13
143,32,34,409600,143,14
144,32,29,409600,144,15
145,32,48,409600,145,20
146,32,87,409600,146,8
147,32,123,409600,147,9
148,32,84,409600,148,9
149,33,51,409600,149,9
150,33,46,409600,150,15
151,33,53,409600,151,22
152,40,39,409600,152,10
153,40,21,409600,153,10
154,40,34,409600,154,12
155,40,29,409600,155,11
156,51,34,409600,156,18
157,39,21,409600,157,7
158,39,30,409600,158,26
159,39,48,409600,159,18
160,39,29,409600,160,15
161,39,87,409600,161,8
162,39,123,409600,162,9
163,39,84,409600,163,9
164,46,53,409600,164,13
165,46,38,409600,165,19
166,46,87,409600,166,7
167,46,123,409600,167,9
168,46,84,409600,168,9
169,21,29,409600,169,9
170,21,30,409600,170,22
171,21,48,409600,171,12
172,21,34,409600,172,17
173,34,29,409600,173,11
174,34,30,409600,174,12
175,34,35,409600,175,16
176,29,30,409600,176,19
177,29,48,409600,177,13
178,30,35,409600,178,4
179,48,87,409600,179,8
180,48,123,409600,180,9
181,48,84,409600,181,9
182,53,23,409600,182,15
183,53,38,409600,183,9
184,23,47,409600,184,10
185,23,44,409600,185,7
186,23,49,409600,186,12
187,23,38,409600,187,15
188,23,43,409600,188,16
189,23,25,409600,189,10
190,23,41,409600,190,17
191,23,54,409600,191,15
192,23,28,409600,192,17
193,47,44,409600,193,7
194,47,49,409600,194,5
195,47,43,409600,195,9
196,47,25,409600,196,16
197,47,37,409600,197,12
198,47,28,409600,198,12
199,47,54,409600,199,15
200,47,45,409600,200,17
201,44,49,409600,201,6
202,44,43,409600,202,10
203,44,25,409600,203,10
204,44,37,409600,204,11
205,44,54,409600,205,9
206,44,41,409600,206,17
207,44,28,409600,207,10
208,44,24,409600,208,17
209,44,45,409600,209,17
210,49,43,409600,210,5
211,49,37,409600,211,8
212,49,28,409600,212,8
213,49,45,409600,213,13
214,49,54,409600,214,11
215,49,25,409600,215,15
216,38,25,409600,216,13
217,38,41,409600,217,13
218,38,24,409600,218,19
219,43,37,409600,219,4
220,43,28,409600,220,6
221,43,54,409600,221,13
222,43,45,409600,222,9
223,25,54,409600,223,11
224,25,41,409600,224,8
225,25,24,409600,225,13
226,25,28,409600,226,17
227,37,28,409600,227,3
228,37,45,409600,228,6
229,37,24,409600,229,19
230,37,54,409600,230,11
231,28,54,409600,231,8
232,28,45,409600,232,8
233,28,24,409600,233,17
234,54,24,409600,234,10
235,54,45,409600,235,14
236,54,41,409600,236,15
237,54,87,409600,237,7
238,54,123,409600,238,9
239,54,84,409600,239,9
240,41,24,409600,240,11
241,41,87,409600,241,7
242,41,123,409600,242,9
243,41,84,409600,243,9
244,45,87,409600,244,7
245,45,123,409600,245,9
246,45,84,409600,246,9
247,65,132,409600,247,7
248,65,86,409600,248,10
249,132,116,409600,249,4
250,116,130,409600,250,3
251,116,115,409600,251,8
252,116,120,409600,252,14
253,116,74,409600,253,29
254,116,62,409600,254,6
255,130,69,409600,255,5
256,130,62,409600,256,4
257,115,99,409600,257,4
258,69,62,409600,258,2
259,69,133,409600,259,7
260,62,70,409600,260,10
261,62,124,409600,261,8
262,62,133,409600,262,6
263,99,82,409600,263,4
264,99,61,409600,264,6
265,99,93,409600,265,4
266,99,144,409600,266,4
267,82,144,409600,267,3
268,82,108,409600,268,6
269,82,93,409600,269,5
270,144,93,409600,270,3
271,144,58,409600,271,6
272,93,58,409600,272,4
273,93,60,409600,273,6
274,93,61,409600,274,6
